score,SMILES,Name
-11.047859,NC(=O)c1cc2ccccc2cc1NC(=O)C(CC1CCC1)NC(=O)c1cccc(O)c1,CA117_AA43_AA12
-11.656751,NC(=O)[C@@H]1CCCN1C1CCN(C(=O)[C@@H]2CCCCN2C(=O)c2cccc(O)c2)CC1,CA117_AA45_AA14
-15.157438,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2cccc(O)c2)C(=O)N2CC(F)(F)C[C@H]2C(N)=O)c2ccccc21,CA117_AA61_AA37
-13.264511,CC(C)C[C@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cccc(O)c1)C(N)=O,CA117_AA28_AA53
-13.357125,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)CC#N)C(N)=O)c2ccccc21,CA101_AA24_AA61
-14.868416,NC(=O)[C@H](Cc1ccc(O)c(Cl)c1)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cccc(O)c1,CA117_AA28_AA21
-15.479626,NC(=O)[C@H](Cc1ccc(Cl)c(F)c1)NC(=O)C(NC(=O)c1cccc(O)c1)C1CCCCC1,CA117_AA6_AA7
-14.214575,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cccc(O)c1,CA117_AA28_AA59
-14.896177,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)c2ccc[nH]2)C(N)=O)c2ccccc21,CA128_AA24_AA61
-12.702905,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccc(Br)cc2)NC(=O)c2cccc(O)c2)C(N)=O)cc1,CA117_AA34_AA60
-12.718666,CC1(C)Oc2ccc(C[C@H](NC(=O)c3cccc(O)c3)C(=O)N3CCN(CC(N)=O)CC3)cc2O1,CA117_AA0_AA29
-15.744862,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)[C@@H]2CCCN2C(=O)c2cccc(O)c2)C(N)=O)c2ccccc21,CA117_AA48_AA61
-14.146316,NC(=O)C1CN(C(=O)[C@H](Cc2c[nH]c3ccc(O)cc23)NC(=O)c2cccc(O)c2)C1,CA117_AA23_AA33
-12.066215,CN(C[C@H]1CC[C@H](C(=O)N2c3ccccc3C[C@H]2C(N)=O)CC1)C(=O)c1cccc(O)c1,CA117_AA1_AA11
-13.243959,CC1(C)Oc2ccc(C[C@H](NC(=O)c3cccc(O)c3)C(=O)N3CCC[C@H]3C(N)=O)cc2O1,CA117_AA0_AA48
-14.102519,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccc(Br)cc2)NC(=O)c2ccc[nH]2)C(N)=O)cc1,CA128_AA34_AA60
-13.646059,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1ccc[nH]1,CA128_AA28_AA59
-13.670837,NC(=O)C1CN(C(=O)C[C@H](Cc2ccc(F)c(F)c2)NC(=O)c2cccc(O)c2)C1,CA117_AA10_AA33
-12.326855,CC(C)C[C@H](NC(=O)c1ccc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(N)=O,CA128_AA53_AA23
-14.858633,NC(=O)[C@@H]1CC2(CC2)CN1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cccc(O)c1,CA117_AA23_AA32
-13.567687,CC1(C)Oc2ccc(C[C@H](NC(=O)[C@H]3CC[C@@H](NC(=O)c4cccc(O)c4)C3)C(N)=O)cc2O1,CA117_AA27_AA0
-14.208688,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)c2cccc(F)c2)C(=O)N2CC(F)(F)C[C@H]2C(N)=O)c2ccccc21,CA55_AA61_AA37
-16.075705,NC(=O)[C@@H]1CC2(CC2)CN1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cc2ccccc2[nH]1,CA122_AA23_AA32
-12.048141,C[C@@H](C(=O)NC1c2ccccc2CCc2cc(OCC(N)=O)ccc21)N(C)C(=O)c1cccc(O)c1,CA117_AA20_AA18
-12.210469,CC(C)(C)Oc1ccc(C[C@H](NC(=O)Cc2ccccc2I)C(=O)NC2c3ccccc3CCc3cc(OCC(N)=O)ccc32)cc1,CA118_AA60_AA18
-13.508989,NC(=O)[C@@H]1Cc2ccccc2N1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cccc(O)c1,CA117_AA23_AA11
-14.610025,NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c1cc2ccccc2[nH]1,CA122_AA23_AA35
-14.5744,CCCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cccc(O)c1)C(N)=O,CA117_AA28_AA42
-14.474728,CC(C)(C)Oc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccco2)NC(=O)c2ccc[nH]2)C(N)=O)cc1,CA128_AA38_AA60
-12.627484,NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)C1(NC(=O)c2cccc(O)c2)CCC1,CA117_AA4_AA2
-12.179646,CC(C)(C)OC[C@H](NC(=O)c1cccc(O)c1)C(=O)Nc1cc2ccccc2cc1C(N)=O,CA117_AA47_AA12
-12.897746,NC(=O)[C@@H]1CC(F)(F)CN1C(=O)[C@H]1CC[C@H](CNC(=O)c2ccc[nH]2)CC1,CA128_AA17_AA37
-13.111214,NC(=O)[C@@H](Cc1ccco1)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cccc(O)c1,CA117_AA28_AA38
