score,SMILES,Name
0.682,Cc1cc2nc(C3(O)CC(N)C3)n(Cc3nc(CO)n[nH]3)c(=O)c2cc1O,96028999_521398993_114118812
0.738,C[C@](CO)(C(=O)O)n1c(C2(O)CNC2)nc2nc3ncnn3cc2c1=O,211735994_2042820_95532446
0.808,O=C(O)C1(O)CC(n2c(C(O)O)nc3cc4c(cc3c2=O)OCO4)C1,3888941_114118812_6660936
0.901,NC[C@H](O)c1nc2nc3ncnn3cc2c(=O)n1C(=O)[C@H]1[C@@H]2CNC[C@@H]21,211735994_103523515_2034711
0.797,Cc1cc2nc([C@@H](N)CCO)n(-c3nnn(CC(=O)O)n3)c(=O)c2cc1O,96028999_4294607_895146
0.784,CN(C)C[C@H](N)c1nc2[nH]c(=O)c(C#N)cc2c(=O)n1-c1nnn(C)n1,3888503_16954943_19366520
0.892,N[C@H](CO)c1nc2nc3ncnn3cc2c(=O)n1C1CN(CCO)C1,211735994_82601602_895342
0.761,O=c1[nH]c(=O)c2nc(C(O)O)n(CCOCCO)c(=O)c2[nH]1,1861052_1760798_6660936
0.848,N#Cc1cc2c(=O)n(-c3ncn(CCO)n3)c([C@@H](O)CCN)nc2[nH]c1=O,3888503_19088805_2019611
0.852,C[C@@H](O)[C@@H](O)c1nc2[nH]c(=O)c(C#N)cc2c(=O)n1C(=N)CN1CC[C@H](O)C1,3888503_203414649_1695857
0.861,COC(=O)c1ccc2nc(C(O)O)n(C3=NC(=O)C4=NC=NC4=N3)c(=O)c2c1,14985552_3640894_6660936
0.892,COC(=O)c1ccc2nc(C(O)O)n(CCOCCO)c(=O)c2c1,14985552_1760798_6660936
0.799,COc1cc2nc([C@@H]3C[C@H](O)CN3)n(CCNC3COC3)c(=O)c2cn1,95635282_82488584_901736
0.677,COC[C@@H](O)Cn1c(=O)c2cc(C#N)c(=O)[nH]c2nc1[C@]1(O)C[C@H](O)C1,3888503_2263862_1083812835
0.832,N#Cc1cc2c(=O)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c([C@@H](O)CCO)nc2[nH]c1=O,3888503_103523515_2559503
0.81,NC1CC(O)(c2nc3cc4c(cc3c(=O)n2C(=O)[C@@H]2CCC(=O)N2)OCO4)C1,3888941_4403946_114118812
0.755,CNC(=O)c1n[nH]c(-n2c(C(O)O)nc3[nH]c(=O)c(C#N)cc3c2=O)n1,3888503_19844301_6660936
0.678,CN(C)C[C@H](N)c1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1CC(=O)NCCC(=O)O,1861052_1637970_19366520
0.886,NC1CC(O)(c2nc3cc4c(cc3c(=O)n2-c2ncn(CCO)n2)OCO4)C1,3888941_19088805_114118812
0.794,NC1CC(O)(c2nc3nc4ncnn4cc3c(=O)n2C(=O)[C@@H]2CNCCO2)C1,211735994_19686020_114118812
0.83,NCC[C@H](O)c1nc2cc3c(cc2c(=O)n1CCN1CCNC1=O)OCO3,3888941_164791_2019611
0.856,CC(=O)Nc1ccc2nc([C@@H](O)CN)n(C[C@@H](O)c3nnn(C)n3)c(=O)c2c1,4640612_1225225_2034711
0.754,CN[C@@H](CO)c1nc2ncc(C(=O)O)cc2c(=O)n1[C@H](CN(C)C)C(=O)O,4202689_35024242_2384916
0.701,COC(=O)c1ccc2nc([C@H](N)CCO)n([C@H](CO)C(=N)O)c(=O)c2c1,14985552_94437875_1742215
0.926,N=C(CN1CC[C@H](O)C1)n1c([C@@H](N)CCO)nc2cc3c(cc2c1=O)OCO3,3888941_203414649_895146
0.78,C[C@H](O)[C@H](N)c1nc2cc3c(cc2c(=O)n1[C@H](CN(C)C)C(=O)O)OCO3,3888941_35024242_1747072
0.88,CC(=O)Nc1ccc2nc(CNC=O)n(C(=O)[C@H]3CNC(=O)C3)c(=O)c2c1,4640612_4301265_1733657
0.826,Cc1cc2nc(C(O)O)n(-c3nnn(CC(=O)O)n3)c(=O)c2cc1O,96028999_4294607_6660936
0.889,NC1CC(O)(c2nc3cc4c(cc3c(=O)n2CCNC2COC2)OCO4)C1,3888941_82488584_114118812
0.828,O=c1c2cn3ncnc3nc2nc(C(O)O)n1CC[C@H](O)CO,211735994_34273813_6660936
0.834,CC(=O)Nc1ccc2nc([C@@H](CN)CO)n(C3[C@H]4CS(=O)(=O)C[C@H]34)c(=O)c2c1,4640612_211858069_12502811
0.788,N#Cc1cc2c(=O)n(C(=O)C[C@H](O)CO)c([C@]3(O)C[C@H](O)C3)nc2[nH]c1=O,3888503_2567781_1083812835
0.853,CC(=O)Nc1ccc2nc([C@H](N)CN)n(C3[C@H]4CS(=O)(=O)C[C@H]34)c(=O)c2c1,4640612_211858069_19363627
0.729,CN(CCO)Cc1nc2cc3c(cc2c(=O)n1-c1nnn(CC(=O)O)n1)OCO3,3888941_4294607_11862698
0.779,Cc1cc2nc([C@@H]3C[C@H](O)CN3)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c(=O)c2cc1O,96028999_103523515_901736
0.775,Cn1c(=O)c2c(=O)n(C(=O)[C@@H]3CCC(=O)N3)c(CNC=O)nc2n(C)c1=O,26895819_4403946_1733657
0.782,N#Cc1cc2c(=O)n(C(=O)C[C@H](O)CO)c(C(O)O)nc2[nH]c1=O,3888503_2567781_6660936
0.801,COC(=O)c1ccc2nc(C(O)O)n(C3CC(O)(C(=O)O)C3)c(=O)c2c1,14985552_114118812_6660936
0.747,COc1cc2nc(C3(O)COC3)n(C(=O)[C@@H]3CNCCO3)c(=O)c2cn1,95635282_19686020_96028244
0.824,C[C@](N)(CO)c1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)[C@@H]1CNC(=O)C1,1861052_4301264_2042820
0.839,NC[C@@H](N)c1nc2nc3ncnn3cc2c(=O)n1CCN1CCNC1=O,211735994_164791_19363627
0.677,COc1cc2nc([C@@H](N)CO)n(-c3c(C)[nH]c(=O)[nH]c3=O)c(=O)c2cn1,95635282_399478_895034
0.783,Cc1cnc2nc(C3(O)CC(N)C3)n(C3CN(CCO)C3)c(=O)c2c1,26441149_82601602_114118812
0.822,Cc1cc2nc(CN3CCNCC3)n(C(=O)CN3CCOCC3)c(=O)c2cc1O,96028999_20436848_19735199
0.862,N#Cc1cc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c(C3(O)COC3)nc2[nH]c1=O,3888503_203414649_96028244
0.892,O=C(CN1CCOCC1)n1c([C@@H]2NCC[C@H]2O)nc2nc3ncnn3cc2c1=O,211735994_20436848_895590
0.856,N=C(CN1CC[C@H](O)C1)n1c(C2(O)CNC2)nc2ccc(O)cc2c1=O,2166823_203414649_95532446
0.795,NC(=O)N[C@H](CO)c1nc2c(=O)[nH]c(N)nc2c(=O)n1C(=O)CN1CCOCC1,4876898_20436848_2522564
0.856,NCC[C@@H](N)c1nc2ccc(O)cc2c(=O)n1C(=O)CN1CCOCC1,2166823_20436848_53122793
0.825,COC(=O)c1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@@H]3NCC[C@H]3O)nc2c1,14985559_20436848_895590
0.858,COc1cc2nc(C3(O)COC3)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2cn1,95635282_203414649_96028244
0.858,N[C@@H](CO)Cc1nc2ccc(C(=O)O)cc2c(=O)n1C(=O)CN1CCOCC1,33494531_20436848_4181821
0.867,N=C(CN1CC[C@H](O)C1)n1c([C@H]2CNC[C@H]2CO)nc2cc3c(cc2c1=O)OCO3,3888941_203414649_4203974
0.873,NCCC(=O)NCc1nc2nc3ncnn3cc2c(=O)n1C(=O)CN1CCOCC1,211735994_20436848_1575546
0.767,CN[C@@H](CO)c1nc2c(nnc3ccnn32)c(=O)n1C(=N)CN1CC[C@H](O)C1,38700997_203414649_2384916
0.729,COC(=O)c1ccc2c(=O)n(CCc3nnn[nH]3)c(CCNC(=N)N)nc2c1,14985559_19090380_901626
0.853,NCC[C@@H](N)c1nc2c(=O)[nH]c(N)nc2c(=O)n1-c1ncn(CCO)n1,4876898_19088805_53122793
0.843,CC(=O)N[C@H](CO)c1nc2ccc3cn[nH]c3c2c(=O)n1C(=O)CN1CCOCC1,112588_20436848_158174
0.837,O=C(CN1CCOCC1)n1c([C@H]2CNC[C@@H]2O)nc2ccc(O)cc2c1=O,2166823_20436848_14507983
0.831,CC(=O)Nc1ccc2nc([C@@H](N)CNC(N)=O)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,4640612_203414649_1531037
0.857,COC(=O)c1ccc2nc(CN3CCNC3=N)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,14985552_203414649_1483569
0.757,O=C(O)c1ccc2nc([C@@H]3NCCNC3=O)n(C3CN(CCO)C3)c(=O)c2c1,33494531_82601602_15442539
0.82,O=C(CN1CCOCC1)n1c([C@@H]2C[C@H](O)CN2)nc2ccc(O)cc2c1=O,2166823_20436848_901736
0.8,NC(=O)NC[C@H](N)c1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)CN1CCOCC1,1861052_20436848_1531037
0.839,COC(=O)c1ccc2nc(CN(C)CCO)n(C(=O)CN3CCOCC3)c(=O)c2c1,14985552_20436848_11862698
0.808,COC(=O)c1ccc2nc([C@@H](N)CCC(N)=O)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,14985552_203414649_1532526
0.85,N=C(N)NCCc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C1CN(CCO)C1,1861052_82601602_901626
0.835,O=c1c2cn3ncnc3nc2nc([C@@H]2C[C@H](O)CN2)n1C1CN(CCO)C1,211735994_82601602_901736
0.966,N[C@H](CO)c1nc2cc3c(cc2c(=O)n1C(=O)CN1CCOCC1)OCO3,3888941_20436848_895342
0.882,N=C(CN1CC[C@H](O)C1)n1c([C@@H](O)CN)nc2ccc(O)cc2c1=O,2166823_203414649_2034711
0.868,NC1CC(O)(c2nc3ccc4cn[nH]c4c3c(=O)n2C(=O)CN2CCOCC2)C1,112588_20436848_114118812
0.863,CC(=O)OC[C@@H](N)c1nc2nc3ncnn3cc2c(=O)n1C(=O)CN1CCOCC1,211735994_20436848_1747043
0.894,NC(=O)[C@@H](N)Cc1nc2nc3ncnn3cc2c(=O)n1C(=O)CN1CCOCC1,211735994_20436848_2516163
0.879,CC(=O)Nc1ccc2nc([C@@H]3C[C@@H](N)CN3)n(C(=O)CN3CCOCC3)c(=O)c2c1,4640612_20436848_95831405
0.813,COC(=O)[C@H](O)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)CN1CCOCC1,1861052_20436848_14585674
0.869,COC(=O)c1ccc2nc([C@@H](O)CN)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,14985552_203414649_2034711
0.912,CC(=O)Nc1ccc2nc(C3(O)CNC3)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,4640612_203414649_95532446
0.888,N=C(CN1CC[C@H](O)C1)n1c([C@@H](N)CCO)nc2ccc(C(=O)O)cc2c1=O,33494531_203414649_895146
0.847,C[C@@H](O)[C@@H](O)c1nc2ccc(O)cc2c(=O)n1C(=O)CN1CCOCC1,2166823_20436848_1695857
0.836,CN[C@@H](CO)c1nc2nc(N)ncc2c(=O)n1C(=O)CN1CCOCC1,31613702_20436848_2384916
0.785,O=c1[nH]c(=O)c2nc([C@]3(O)C[C@H](O)C3)n(CCNC3COC3)c(=O)c2[nH]1,1861052_82488584_1083812835
0.808,O=C([C@H]1[C@@H]2CNC[C@@H]21)n1c([C@H]2CNC[C@H]2CO)nc2nc3ncnn3cc2c1=O,211735994_103523515_4203974
0.81,COC(=O)[C@@H](N)Cc1nc2cc3c(cc2c(=O)n1C1=NC(=O)C2=NC=NC2=N1)OCO3,3888941_3640894_1709620
0.78,O=C1NC[C@@H](c2nc3ccc(O)cc3c(=O)n2C2=NC(=O)C3=NC=NC3=N2)N1,2166823_3640894_2140996
0.888,COC(=O)c1ccc2nc([C@@H](CN)CO)n(C(=O)CN3CCOCC3)c(=O)c2c1,14985552_20436848_12502811
0.948,N[C@H](CO)c1nc2nc3ncnn3cc2c(=O)n1C(=O)CN1CCOCC1,211735994_20436848_895342
0.902,Nc1cc2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc2cc1C(=O)O,330106_20436848_895342
0.826,COc1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@@H](CO)NC(N)=O)nc2c1,1604577_20436848_2522564
0.816,N=C1NCCN1Cc1nc2ccc3cn[nH]c3c2c(=O)n1C(=O)CN1CCOCC1,112588_20436848_1483569
0.853,NC[C@@H](N)c1nc2cc(C(=O)O)c(N)cc2c(=O)n1-c1ncn(CCO)n1,330106_19088805_19363627
0.829,N=C(CN1CC[C@H](O)C1)n1c([C@@H]2NCCNC2=O)nc2nc3ncnn3cc2c1=O,211735994_203414649_15442539
0.818,CN[C@@H](CO)c1nc2cc(OC)ccc2c(=O)n1CCN1CCNC1=O,1604577_164791_2384916
0.806,COC(=O)c1ccc2nc(CNC3=NCCN3)n(C(=O)CN3CCOCC3)c(=O)c2c1,14985552_20436848_1592098
0.849,COC(=O)c1ccc2nc(C[C@@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2c1,14985552_20436848_4181821
0.898,COC(=O)c1ccc2nc(C[C@H](N)C(N)=O)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,14985552_203414649_2516163
0.834,NC[C@@H](CO)c1nc2nc3ncnn3cc2c(=O)n1C1=NC(=O)C2=NC=NC2=N1,211735994_3640894_12502811
0.854,COC(=O)c1ccc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c([C@@H](O)CCN)nc2c1,14985559_203414649_2019611
0.855,COC(=O)c1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@]3(O)C[C@H](O)C3)nc2c1,14985559_20436848_1083812835
0.871,COC(=O)c1ccc2nc([C@H](N)CO)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,14985552_203414649_895342
0.859,CN(CCO)Cc1nc2nc3ncnn3cc2c(=O)n1CCNC1COC1,211735994_82488584_11862698
0.867,N#Cc1cc2c(=O)n(C(=O)CN3CCOCC3)c(C3(O)CC(N)C3)nc2[nH]c1=O,3888503_20436848_114118812
0.849,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CN)nc2nc(N)c(Cl)nc2c1=O,21298040_203414649_19363627
0.866,N[C@H](CO)c1nc2[nH]c(=O)ccc2c(=O)n1C(=O)CN1CCOCC1,84252933_20436848_895342
0.83,NCC[C@H](N)c1nc2nc(N)ncc2c(=O)n1C(=O)CN1CCOCC1,31613702_20436848_52986906
0.751,N=C(CN1CC[C@H](O)C1)n1c([C@@H](CN)CO)nc2c(nnc3ccnn32)c1=O,38700997_203414649_12502811
0.803,COc1cncc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c12,35270322_20436848_895342
0.823,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2[nH]c(=S)ncc2c1=O,6223297_203414649_895342
0.94,CC(=O)Nc1ccc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2c1,4640612_20436848_895342
0.908,N=C(CN1CC[C@H](O)C1)n1c([C@@H](N)CO)nc2ccc(C(=O)O)cc2c1=O,33494531_203414649_895034
0.841,CCn1c(=O)ncc2c(=O)n(-c3ncn(CCO)n3)c([C@H](N)CO)nc21,108267078_19088805_895342
0.844,Cn1c(=O)ncc2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc21,5424162_20436848_895342
0.797,N=C(N)NCc1nc2[nH]c(=O)ccc2c(=O)n1C(=N)CN1CC[C@H](O)C1,84252933_203414649_895314
0.824,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2cc(N)ncc2c1=O,39066342_203414649_895342
0.806,N[C@H](CO)c1nc2ncncc2c(=O)n1C(=O)CN1CCOCC1,967326_20436848_895342
0.785,N=C(CN1CC[C@H](O)C1)n1c([C@@H](N)CCN)nc2ccncc2c1=O,333065_203414649_52986906
0.865,NC[C@H](O)c1nc2[nH]c(=O)ccc2c(=O)n1C(=O)CN1CCOCC1,84252933_20436848_2034711
0.892,CC(=O)Nc1ccc2nc([C@H](N)CO)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c(=O)c2c1,4640612_103523515_895342
0.82,COc1cnc2nc([C@@H](N)CCN)n(CCNC3COC3)c(=O)c2n1,95757573_82488584_52986906
0.887,Cn1c(=O)c2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc2n(C)c1=O,26895819_20436848_895342
0.711,O=c1c2c(cnn2CC(F)F)nc([C@]2(O)C[C@H](O)C2)n1-c1ncn(CCO)n1,223249297_19088805_1083812835
0.865,N[C@H](CO)c1nc2nc(C(=O)O)ccc2c(=O)n1C(=O)CN1CCOCC1,95769067_20436848_895342
0.85,COC(=O)c1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@@H](N)CCN)nc2c1,14985559_20436848_52986906
0.891,Nc1nc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2nc1Cl,21298040_20436848_895342
0.765,Cc1n[nH]c2nc([C@@](C)(N)CO)n(C(=N)CN3CC[C@H](O)C3)c(=O)c12,39083103_203414649_2042820
0.839,N[C@H](CO)c1nc2nc(CO)ncc2c(=O)n1C(=O)CN1CCOCC1,40543678_20436848_895342
0.885,N[C@H](CO)c1nc2ccc(O)cc2c(=O)n1C(=O)CN1CCOCC1,2166823_20436848_895342
0.889,N=C(CN1CC[C@H](O)C1)n1c(C2(O)CC(N)C2)nc2cc3c(cc2c1=O)OCO3,3888941_203414649_114118812
0.906,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2nc3ncnn3cc2c1=O,211735994_203414649_895342
0.894,Cc1cc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2cc1O,96028999_20436848_895342
0.838,Cn1c(=O)ncc2c(=O)n(C(=O)CN3CCOCC3)c([C@@H](N)CCO)nc21,5424162_20436848_895146
0.891,COC(=O)c1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc2c1,14985559_20436848_895342
0.835,O=CNCc1nc2ccncc2c(=O)n1C(=O)CN1CCOCC1,333065_20436848_1733657
0.824,COc1ccc2c(=O)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c([C@@](C)(N)CO)nc2c1,1604577_103523515_2042820
0.802,Cc1n[nH]c2nc([C@@H](N)CO)n(C(=N)CN3CC[C@H](O)C3)c(=O)c12,39083103_203414649_895034
0.858,Cc1cnc2nc([C@@H](O)CCN)n(C(=N)CN3CC[C@H](O)C3)c(=O)c2c1,26441149_203414649_2019611
0.82,Cc1cc2nc([C@H](N)CCN)n(C(=O)CN3CCOCC3)c(=O)c2cn1,34337536_20436848_53122793
0.874,N[C@H](CO)c1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)CN1CCOCC1,1861052_20436848_895342
0.78,N[C@H](CO)c1nc2c(nnc3ccnn32)c(=O)n1C(=O)CN1CCOCC1,38700997_20436848_895342
0.827,NCC[C@H](O)c1nc2ccc3cn[nH]c3c2c(=O)n1-c1ncn(CCO)n1,112588_19088805_2019611
0.821,C[C@](N)(CO)c1nc2ccncc2c(=O)n1C(=O)CN1CCOCC1,333065_20436848_2042820
0.787,Cc1ccnc2nc([C@H](N)CO)n(C(=N)CN3CC[C@H](O)C3)c(=O)c12,2585537_203414649_895342
0.893,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2ccc3cn[nH]c3c2c1=O,112588_203414649_895342
0.786,O=C(CN1CCOCC1)n1c(C2(O)COC2)nc2nnccc2c1=O,4202687_20436848_96028244
0.919,CC(=O)Nc1ccc2nc([C@H](N)CO)n(CCN3CCNC3=O)c(=O)c2c1,4640612_164791_895342
0.882,CN[C@@H](CO)c1nc2[nH]c(=O)c(C#N)cc2c(=O)n1C(=N)CN1CC[C@H](O)C1,3888503_203414649_2384916
0.803,NCC[C@H](N)c1nc2ccc(O)cc2c(=O)n1-c1nnn(CC(=O)O)n1,2166823_4294607_52986906
0.905,N[C@H](CO)c1nc2cc3c(cc2c(=O)n1C(=O)[C@H]1[C@@H]2CNC[C@@H]21)OCO3,3888941_103523515_895342
0.812,NCC[C@H](N)c1nc2nc(N)c(Cl)nc2c(=O)n1CCNC1COC1,21298040_82488584_52986906
0.888,CC(=O)Nc1ccc2nc([C@H](N)CO)n(CCNC3COC3)c(=O)c2c1,4640612_82488584_895342
0.89,Nc1cc2nc(CNC=O)n(C(=O)CN3CCOCC3)c(=O)c2cn1,39066342_20436848_1733657
0.765,N[C@H](CO)c1nc2nscc2c(=O)n1C(=O)CN1CCOCC1,22861807_20436848_895342
0.826,N[C@H](CO)c1nc2c(sc3ncncc32)c(=O)n1-c1ncn(CCO)n1,35269739_19088805_895342
0.813,C[C@](N)(CO)c1nc2c(nnc3ccnn32)c(=O)n1CCNC1COC1,38700997_82488584_2042820
0.879,NCC[C@H](N)c1nc2ccc(C(=O)O)cc2c(=O)n1C(=O)CN1CCOCC1,33494531_20436848_52986906
0.903,COc1ccc2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc2c1,1604577_20436848_895342
0.812,COc1ccc2c(=O)n(CCNC3COC3)c([C@H](N)CO)nc2c1OC,36404812_82488584_895342
0.844,CN[C@@H](CO)c1nc2c(=O)[nH]c(N)nc2c(=O)n1-c1ncn(CCO)n1,4876898_19088805_2384916
0.908,N#Cc1cc2c(=O)n(C(=O)CN3CCOCC3)c([C@H](N)CO)nc2[nH]c1=O,3888503_20436848_895342
0.86,N[C@@H](CO)c1nc2nc(C(=O)O)ccc2c(=O)n1C(=O)CN1CCOCC1,95769067_20436848_895034
0.816,O=C(CN1CCOCC1)n1c(C2(O)CNC2)nc2cc(F)ncc2c1=O,95707580_20436848_95532446
0.855,O=C(CN1CCOCC1)n1c([C@@H](O)CCO)nc2c(=O)[nH]c(=O)[nH]c2c1=O,1861052_20436848_2559503
0.898,N[C@H](CO)c1nc2c(sc3ncncc32)c(=O)n1C(=O)CN1CCOCC1,35269739_20436848_895342
0.828,Cn1cc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2n1,2534276_20436848_895342
0.821,N=C(CN1CC[C@H](O)C1)n1c(CNC=O)nc2cncnc2c1=O,11804330_203414649_1733657
0.794,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2[nH][nH]c(=O)c2c1=O,19737344_203414649_895342
0.825,Cn1c(=O)ncc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c(CNC=O)nc21,5424162_203414649_1733657
0.794,C[C@](N)(CO)c1nc2nc(N)c(Cl)nc2c(=O)n1-c1nnn(CC(=O)O)n1,21298040_4294607_2042820
0.862,Cc1cnc2nc([C@H](N)CO)n(C(=O)CN3CCOCC3)c(=O)c2c1,26441149_20436848_895342
0.82,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2[nH]c(=O)ccc2c1=O,84252933_203414649_895342
0.89,COC(=O)c1ccc2nc([C@@H](O)CN)n(CCN3CCNC3=O)c(=O)c2c1,14985552_164791_2034711
0.655,N[C@H]1CN[C@H](c2nc3cc4c(cc3c(=O)n2-c2nncn2CC(=O)O)OCO4)C1,3888941_227173267_95831405
0.821,O=C(C[C@H](O)CO)n1c(=O)c2cc3c(cc2nc1[C@]1(O)C[C@H](O)C1)OCO3,3888941_2567781_1083812835
0.723,O=CNCc1nc2cc(O)ccc2c(=O)n1-c1cc(=O)[nH]c(=O)[nH]1,13352602_967278_1733657
0.842,NCC[C@H](O)c1nc2cc(C(=O)O)c(N)cc2c(=O)n1CCN1CCNC1=O,330106_164791_2019611
0.714,N=C(O)[C@@H](CO)n1c([C@H](N)CO)nc2cc3c(cc2c1=O)OCO3,3888941_94437875_895342
0.893,Nc1cc2c(=O)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c(C(O)O)nc2cc1C(=O)O,330106_103523515_6660936
0.724,O=c1cc(-n2c(C3(O)COC3)nc3nc4ncnn4cc3c2=O)[nH]c(=O)[nH]1,211735994_967278_96028244
0.902,N[C@H]1CN[C@H](c2nc3cc4c(cc3c(=O)n2C(=O)CN2CCOCC2)OCO4)C1,3888941_20436848_95831405
0.679,COC(=O)CNC(=O)Cn1c([C@@H](O)CCO)nc2nc3ncnn3cc2c1=O,211735994_2168344_2559503
0.808,CC(=O)Nc1ccc2nc(C(O)O)n(C(=O)c3cnc[nH]c3=O)c(=O)c2c1,4640612_8672865_6660936
0.682,CN1CC(=O)N=C1n1c(C(O)O)nc2cc3c(cc2c1=O)OCO3,3888941_967189_6660936
0.77,CN(C)C[C@H](C(=O)O)n1c(CNC=O)nc2ncc(C(=O)O)cc2c1=O,4202689_35024242_1733657
0.814,N[C@H](CO)c1nc2ncc(C(=O)O)cc2c(=O)n1C(=O)[C@@H]1CNCCC1=O,4202689_100191301_895342
0.823,CNC(=O)c1n[nH]c(-n2c([C@@H](N)CO)nc3c(=O)[nH]c(=O)[nH]c3c2=O)n1,1861052_19844301_895034
0.758,COc1ccc2c(=O)n(CCOCCO)c([C@H](N)CO)nc2c1,1604577_1760798_895342
0.706,N[C@H]1CN[C@H](c2nc3cc4c(cc3c(=O)n2CCC(=O)NCC(=O)O)OCO4)C1,3888941_1575546_95831405
0.922,N=C(CN1CC[C@H](O)C1)n1c([C@H](N)CO)nc2cc3c(cc2c1=O)OCO3,3888941_203414649_895342
0.839,COC(=O)c1ccc2nc([C@@](C)(N)CO)n(C(=O)[C@@H]3CCC(=O)N3)c(=O)c2c1,14985552_4403946_2042820
0.815,N[C@@H](CO)c1nc2cc3c(cc2c(=O)n1C(=O)c1cnc[nH]c1=O)OCO3,3888941_8672865_895034
0.858,NC(=O)[C@@H](N)Cc1nc2nc3ncnn3cc2c(=O)n1CCNC1COC1,211735994_82488584_2516163
0.83,CNC(=O)c1n[nH]c(-n2c([C@H](N)CN)nc3cc(C(=O)O)c(N)cc3c2=O)n1,330106_19844301_19363627
0.797,N[C@H]1CN[C@H](c2nc3cc4c(cc3c(=O)n2C(=O)[C@@H]2CNCCO2)OCO4)C1,3888941_19686020_95831405
0.847,NCC[C@H](N)c1nc2nc3ncnn3cc2c(=O)n1CCNC1COC1,211735994_82488584_52986906
0.743,CNC(=O)c1n[nH]c(-n2c(CNC=O)nc3cc4c(cc3c2=O)OCO4)n1,3888941_19844301_1733657
0.843,N[C@H]1CN[C@H](c2nc3cc4c(cc3c(=O)n2C(=O)[C@H]2[C@@H]3CNC[C@@H]32)OCO4)C1,3888941_103523515_95831405
0.766,CC(=O)Nc1ccc2nc(CNCCO)n(-c3nnn(CC(=O)O)n3)c(=O)c2c1,4640612_4294607_1733659
0.766,NC[C@@H](N)c1nc2nc3ncnn3cc2c(=O)n1-c1nnn(CC(=O)O)n1,211735994_4294607_19363627
0.763,CC(=O)OC[C@H](C(=O)O)n1c([C@@H](N)CCO)nc2cc(C(=O)O)c(N)cc2c1=O,330106_1747043_895146
0.881,N[C@H](CO)c1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C1=NC(=O)C2=NC=NC2=N1,1861052_3640894_895342
0.777,N=C(N)NCc1nc2nc3ncnn3cc2c(=O)n1[C@H](CO)C(=O)O,211735994_895342_895314
0.759,CNC(=O)c1n[nH]c(-n2c([C@@](C)(N)CO)nc3cc4c(cc3c2=O)OCO4)n1,3888941_19844301_2042820
0.818,COC(=O)[C@@H](N)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=N)CN1CC[C@H](O)C1,1861052_203414649_1709620
0.852,CC(=O)Nc1ccc2nc([C@H](N)CCO)n(C(=O)[C@@H]3CCC(=O)N3)c(=O)c2c1,4640612_4403946_1742215
